Name,Platform,Year_of_Release,Genre,NA_players,EU_players,JP_players,Other_players,Critic_Score,User_Score,Rating
Octomania,Wii,2007-01-01,Puzzle,0.06,0,0,0,66,tbd,E
Showtime Championship Boxing,Wii,2007-01-01,Fighting,0.06,0,0,0,35,4.7,E10+
Bomberman Land,PSP,2007-01-01,Misc,0.06,0,0,0,55,7.8,E
Spy Games: Elevator Mission,Wii,2007-01-01,Shooter,0.06,0,0,0,nan,tbd,T
Kurupoto Cool Cool Stars,DS,2007-01-01,Action,0.06,0,0,0,nan,tbd,E
Theme Park,DS,2007-01-01,Simulation,0,0.02,0.03,0,72,7.6,E
Alien Syndrome,Wii,2007-01-01,Role-Playing,0.05,0,0,0,48,7.1,T
Unreal Tournament III,PC,2007-01-01,Shooter,0,0.05,0,0.01,83,8,M
Arkanoid DS,DS,2007-01-01,Puzzle,0.06,0,0,0,61,7,E
Cabela's Big Game Hunter (2008),X360,2007-01-01,Sports,0.06,0,0,0,51,tbd,T
World Series of Poker 2008: Battle for the Bracelets,DS,2007-01-01,Misc,0.05,0,0,0,nan,tbd,T
The Witcher,PC,2007-01-01,Role-Playing,0,0.05,0,0.01,81,8.8,M
Coded Arms: Contagion,PSP,2007-01-01,Shooter,0.05,0,0,0.01,56,6.6,T
Foster's Home for Imaginary Friends: Imagination Invaders,DS,2007-01-01,Adventure,0.06,0,0,0,nan,7.2,E
Disney's Kim Possible: Global Gemini,DS,2007-01-01,Platform,0.05,0.01,0,0,70,tbd,E
Showtime Championship Boxing,DS,2007-01-01,Fighting,0.06,0,0,0,33,tbd,E10+
Warriors of the Lost Empire,PSP,2007-01-01,Role-Playing,0.05,0,0,0,52,7.4,T
Pro Yakyuu Netsu Star 2007,PS2,2007-01-01,Sports,0,0,0.06,0,nan,,
The History Channel: Battle for the Pacific,X360,2007-01-01,Shooter,0.05,0,0,0,35,6.1,T
Crazy Chicken: Pharaoh's Treasure,DS,2007-01-01,Puzzle,0.05,0,0,0,nan,,
Hajime no Ippo Portable: Victorious Spirits,PSP,2007-01-01,Fighting,0,0,0.06,0,nan,,
Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,2007-01-01,Fighting,0,0,0.06,0,nan,,
Mana Khemia: Alchemists of Al-Revis,PS2,2007-01-01,Role-Playing,0.03,0.02,0,0.01,69,7.5,E10+
Tiger Woods PGA Tour 08,DS,2007-01-01,Sports,0.05,0,0,0,81,7.6,E
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007-01-01,Shooter,0.01,0.04,0,0.01,82,8.4,M
Wantame Fortune Channel,DS,2007-01-01,Misc,0,0,0.06,0,nan,,
Bleach: Blade Battlers 2nd,PS2,2007-01-01,Fighting,0,0,0.06,0,nan,,
Kaite Shabette Hajimeyou! Monster Farm DS,DS,2007-01-01,Role-Playing,0,0,0.06,0,nan,,
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",PS2,2007-01-01,Misc,0,0,0.06,0,nan,,
Zendoku,DS,2007-01-01,Puzzle,0.05,0,0,0,68,tbd,E
Meitantei Conan: Tantei Ryoku Trainer,DS,2007-01-01,Misc,0,0,0.06,0,nan,,
Backyard NFL Football '08,PS2,2007-01-01,Sports,0.03,0.02,0,0.01,nan,,
Dungeon Explorer: Warriors of Ancient Arts,DS,2007-01-01,Role-Playing,0.05,0,0,0,60,tbd,E10+
Izuna 2: The Unemployed Ninja Returns,DS,2007-01-01,Role-Playing,0.05,0,0,0,65,7.9,T
Alvin and the Chipmunks,Wii,2007-01-01,Misc,0.05,0,0,0,30,3.6,E
Taito Legends Power Up,PSP,2007-01-01,Action,0.05,0,0,0,41,tbd,E
Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,DS,2007-01-01,Action,0,0,0.05,0,nan,,
Medal of Honor: Airborne,PC,2007-01-01,Shooter,0,0.04,0,0.01,78,7.3,T
Domino Rally,Wii,2007-01-01,Action,0.05,0,0,0,57,tbd,E
UEFA Champions League 2006-2007,X360,2007-01-01,Sports,0.04,0.01,0,0,72,8.2,E
Walt Disney Pictures Presents Enchanted,DS,2007-01-01,Platform,0.04,0.01,0,0,nan,,
Myth Makers: Orbs of Doom,Wii,2007-01-01,Puzzle,0.05,0,0,0,nan,1.1,E
Air Traffic Chaos,DS,2007-01-01,Simulation,0.05,0,0,0,66,tbd,E
Ontamarama,DS,2007-01-01,Action,0.05,0,0,0,71,tbd,E
DokiDoki Majo Shinpan!,DS,2007-01-01,Adventure,0,0,0.05,0,nan,,
Pawly Pets: My Vet Practice,DS,2007-01-01,Strategy,0,0.05,0,0,nan,,
Metal Slug Anthology,PSP,2007-01-01,Shooter,0.02,0,0.02,0.01,78,7.4,T
Jenga World Tour,Wii,2007-01-01,Misc,0.05,0,0,0,26,2.8,E
Prism: Light the Way,DS,2007-01-01,Puzzle,0.05,0,0,0,73,tbd,E
Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,2007-01-01,Action,0,0,0.05,0,nan,,
Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,DS,2007-01-01,Misc,0,0,0.05,0,nan,,
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,2007-01-01,Misc,0,0,0.05,0,nan,,
Orcs & Elves,DS,2007-01-01,Role-Playing,0.05,0,0,0,nan,,
Hokuto no Ken,PS2,2007-01-01,Fighting,0,0,0.05,0,nan,,
Microsoft Flight Simulator X Acceleration Expansion Pack,PC,2007-01-01,Simulation,0,0.04,0,0.01,nan,,
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",PS2,2007-01-01,Adventure,0,0,0.05,0,nan,,
Furu Furu Park,Wii,2007-01-01,Misc,0.05,0,0,0,43,4.8,E10+
Impossible Mission,PSP,2007-01-01,Platform,0,0.04,0,0.01,nan,,
D.Gray-man: Kami no Shitotachi,DS,2007-01-01,Adventure,0,0,0.05,0,nan,,
Nicktoons: Attack of the Toybots,DS,2007-01-01,Platform,0.04,0,0,0,54,tbd,E
GrimGrimoire,PS2,2007-01-01,Strategy,0.01,0.01,0.03,0,79,7.9,E10+
Tokimeki Memorial: Girls Side 1st Love,DS,2007-01-01,Adventure,0,0,0.05,0,nan,,
Growlanser VI: Precarious World,PS2,2007-01-01,Role-Playing,0,0,0.05,0,nan,,
Yu-Gi-Oh! World Championship 2007,DS,2007-01-01,Strategy,0,0.01,0.04,0,nan,,
Kiniro no Corda 2 Encore,PS2,2007-01-01,Role-Playing,0,0,0.05,0,nan,,
Virtua Tennis 3,PSP,2007-01-01,Sports,0.02,0.02,0,0.01,79,7.7,E
Billy the Wizard: Rocket Broomstick Racing,Wii,2007-01-01,Racing,0.04,0,0,0,nan,0.3,E
MiniCopter: Adventure Flight,Wii,2007-01-01,Simulation,0.04,0,0,0,nan,tbd,E
Balloon Pop,Wii,2007-01-01,Puzzle,0.04,0,0,0,nan,tbd,E
Crazy Chicken: Atlantis Quest,DS,2007-01-01,Platform,0.04,0,0,0,nan,,
Counter Force,Wii,2007-01-01,Shooter,0.04,0,0,0,nan,tbd,E10+
Cabela's Trophy Bucks,X360,2007-01-01,Sports,0.04,0,0,0,39,3,T
Code Lyoko,DS,2007-01-01,Action,0.03,0.01,0,0,63,6.8,E10+
Pool Party,Wii,2007-01-01,Sports,0.04,0,0,0,32,0.7,E
Silent Hunter: Wolves of the Pacific,PC,2007-01-01,Simulation,0,0.04,0,0.01,79,6.9,T
Boing! Docomodake DS,DS,2007-01-01,Puzzle,0.04,0,0,0,nan,,
Supreme Commander,PC,2007-01-01,Strategy,0,0.04,0,0.01,86,8.3,E10+
Fantastic Four: Rise of the Silver Surfer,Wii,2007-01-01,Action,0.04,0.01,0,0,39,5.9,T
Pony Friends,DS,2007-01-01,Simulation,0,0.04,0,0.01,67,6.6,E
Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,2007-01-01,Role-Playing,0,0,0.04,0,nan,,
Guilty Gear XX Accent Core,PS2,2007-01-01,Fighting,0,0,0.04,0,77,8.3,T
Yes! PreCure 5,DS,2007-01-01,Action,0,0,0.04,0,nan,,
Fantastic Four: Rise of the Silver Surfer,DS,2007-01-01,Action,0.04,0,0,0,35,4.8,E10+
Virtua Tennis 3,X360,2007-01-01,Sports,0.03,0.01,0,0,80,6.8,E
Front Mission,DS,2007-01-01,Strategy,0.01,0,0.03,0,72,8.9,E10+
Tsumiki: Block Drop Mania,DS,2007-01-01,Action,0.04,0,0,0,nan,tbd,E
Heatseeker,PSP,2007-01-01,Action,0.04,0,0,0,49,tbd,T
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,2007-01-01,Misc,0,0,0.04,0,nan,,
Disney's Meet the Robinsons,GC,2007-01-01,Action,0.03,0.01,0,0,68,tbd,E10+
Monster Trux Arenas: Special Edition,Wii,2007-01-01,Racing,0.04,0,0,0,nan,,
Castle of Shikigami III,Wii,2007-01-01,Shooter,0.04,0,0,0,67,7.6,T
City Life: World Edition,PC,2007-01-01,Simulation,0,0.04,0,0,75,8.2,E
Smash Court Tennis 3,PSP,2007-01-01,Sports,0.01,0.01,0.01,0.01,68,6.3,E
Sea Monsters: A Prehistoric Adventure,Wii,2007-01-01,Adventure,0.04,0,0,0,nan,tbd,E10+
The Monkey King: The Legend Begins,Wii,2007-01-01,Shooter,0.04,0,0,0,nan,tbd,E
Thrillville: Off the Rails,DS,2007-01-01,Strategy,0.03,0.01,0,0,59,6.2,E
Dead Head Fred,PSP,2007-01-01,Action,0.04,0,0,0,75,7.3,M
Pocket Pool,PSP,2007-01-01,Action,0.04,0,0,0,37,tbd,M
Lise no Atelier: Ordre no Renkinjutsushi,DS,2007-01-01,Role-Playing,0,0,0.04,0,nan,,
Need for Speed: ProStreet,PC,2007-01-01,Racing,0,0.04,0,0.01,70,5.9,E10+
Watashi no Relaxuma,DS,2007-01-01,Simulation,0,0,0.04,0,nan,,
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007-01-01,Sports,0,0,0.04,0,nan,,
Guilty Gear XX Accent Core,Wii,2007-01-01,Fighting,0.03,0,0,0,75,8.4,T
Banushi Life Game: Winner's Circle,DS,2007-01-01,Sports,0,0,0.04,0,nan,,
PopCap Arcade Vol 1,X360,2007-01-01,Puzzle,0.04,0,0,0,nan,tbd,E
Arctic Tale,Wii,2007-01-01,Adventure,0.04,0,0,0,nan,tbd,E
Company of Heroes: Opposing Fronts,PC,2007-01-01,Strategy,0.01,0.03,0,0.01,87,8.6,M
Imabikisou,PS3,2007-01-01,Adventure,0,0,0.04,0,nan,,
Samurai Warriors 2: Empires,X360,2007-01-01,Action,0.03,0,0.01,0,53,8.5,T
Platinum Sudoku,DS,2007-01-01,Puzzle,0.03,0.01,0,0,nan,tbd,E
King of Fighters: Maximum Impact Regulation A,PS2,2007-01-01,Fighting,0,0,0.04,0,nan,,
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,DS,2007-01-01,Misc,0,0,0.04,0,nan,,
Surf's Up,PS3,2007-01-01,Sports,0.03,0,0,0,59,5.1,E10+
Draglade (JP sales),DS,2007-01-01,Fighting,0,0,0.04,0,nan,,
SWAT: Target Liberty,PSP,2007-01-01,Shooter,0.03,0,0,0,50,7.7,T
Empire Earth III,PC,2007-01-01,Strategy,0,0.03,0,0.01,50,2.8,T
Hannspree Ten Kate Honda: SBK Superbike World Championship,PSP,2007-01-01,Racing,0.03,0,0,0,nan,tbd,E10+
Brothers In Arms DS,DS,2007-01-01,Shooter,0.03,0,0,0,72,8,T
TMNT,DS,2007-01-01,Action,0.03,0.01,0,0,42,2.2,E10+
Holly Hobbie & Friends,DS,2007-01-01,Misc,0.04,0,0,0,nan,,
R-Type Command (correct US sales),PSP,2007-01-01,Strategy,0.04,0,0,0,nan,,
Supreme Commander: Forged Alliance,PC,2007-01-01,Strategy,0.01,0.02,0,0,81,8.9,E10+
Meteos: Disney Magic,DS,2007-01-01,Puzzle,0.01,0.02,0,0,74,6.6,E
Rugby 08,PS2,2007-01-01,Sports,0.02,0.01,0,0,74,7.4,E
Bubble Bobble Double Shot,DS,2007-01-01,Puzzle,0.03,0,0,0,50,4.8,E
Bionicle Heroes,Wii,2007-01-01,Shooter,0.03,0,0,0,52,5.8,E10+
Harry Potter and the Order of the Phoenix,PC,2007-01-01,Action,0,0.03,0,0,63,7.1,E10+
Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,DS,2007-01-01,Adventure,0,0,0.04,0,nan,,
Napoleon Dynamite: The Game,PSP,2007-01-01,Puzzle,0.03,0,0,0,37,4.6,E10+
Enchanted Arms (JP sales),PS3,2007-01-01,Role-Playing,0,0,0.04,0,nan,,
Onsei Kanjou Sokuteiki: Kokoro Scan,DS,2007-01-01,Misc,0,0,0.04,0,nan,,
Real Soccer 2008,DS,2007-01-01,Sports,0.03,0,0,0,nan,tbd,E
Super Robot Taisen: Scramble Commander the 2nd,PS2,2007-01-01,Strategy,0,0,0.04,0,nan,,
Zoo Hospital,DS,2007-01-01,Simulation,0.03,0,0,0,53,tbd,E
NHRA Drag Racing: Countdown to the Championship,PS2,2007-01-01,Racing,0.02,0.01,0,0,nan,,
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,DS,2007-01-01,Racing,0.03,0,0,0,nan,,
World in Conflict,PC,2007-01-01,Strategy,0,0.03,0,0.01,89,8.1,T
Tomb Raider: Anniversary,PC,2007-01-01,Action,0,0.03,0,0.01,83,8.1,T
NHRA Drag Racing: Countdown to the Championship,PSP,2007-01-01,Racing,0.03,0,0,0,nan,,
Gothic Universe,PC,2007-01-01,Role-Playing,0,0.03,0,0.01,nan,7.9,M
Wangan Midnight,PS3,2007-01-01,Racing,0,0,0.03,0,nan,,
Kekkaishi: Kokubourou no Kage,Wii,2007-01-01,Action,0,0,0.03,0,nan,,
Women's Volleyball Championship,PS2,2007-01-01,Sports,0,0,0.03,0,32,4,E
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,2007-01-01,Sports,0,0,0.03,0,nan,,
Rakushou! Pachi-Slot Sengen 5: Rio Paradise,PS2,2007-01-01,Misc,0,0,0.03,0,nan,,
Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,PSP,2007-01-01,Role-Playing,0,0,0.03,0,nan,,
Metal Gear Solid: The Essential Collection (JP sales),PS2,2007-01-01,Adventure,0,0,0.03,0,nan,,
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,PS2,2007-01-01,Misc,0,0,0.03,0,nan,,
Safari Adventures: Africa,Wii,2007-01-01,Adventure,0.03,0,0,0,nan,tbd,E
Suujin Taisen,DS,2007-01-01,Strategy,0,0,0.03,0,nan,,
River King: Mystic Valley (jp sales),DS,2007-01-01,Sports,0,0,0.03,0,nan,,
Legend of the Dragon,PSP,2007-01-01,Fighting,0.03,0,0,0,38,tbd,T
Mame Goma: Honobo no Nikki,DS,2007-01-01,Simulation,0,0,0.03,0,nan,,
Mystery Case Files: Ravenhearst,PC,2007-01-01,Puzzle,0.01,0.02,0,0.01,nan,tbd,E10+
Saru! Get You! SaruSaru Daisakusen,PSP,2007-01-01,Platform,0,0,0.03,0,nan,,
Arthur and the Invisibles,DS,2007-01-01,Adventure,0.03,0,0,0,nan,,
Vegas Casino,DS,2007-01-01,Misc,0.03,0,0,0,nan,tbd,T
Flipper Critters,DS,2007-01-01,Simulation,0.03,0,0,0,60,tbd,E
Underground Pool,DS,2007-01-01,Sports,0.03,0,0,0,40,tbd,E
Biker Mice From Mars,DS,2007-01-01,Racing,0.03,0,0,0,nan,tbd,E10+
Hiiro no Kakera 2: Hisui no Shizuku,PS2,2007-01-01,Adventure,0,0,0.03,0,nan,,
Combat Mission: Shock Force,PC,2007-01-01,Strategy,0,0.03,0,0,62,3.3,T
Eyeshield 21: Field Saikyou no Senshi Tachi,Wii,2007-01-01,Role-Playing,0,0,0.03,0,nan,,
Konami Classics Series: Arcade Hits,DS,2007-01-01,Misc,0.01,0,0.02,0,76,tbd,E10+
Ratatouille,PC,2007-01-01,Action,0.01,0.01,0,0,nan,7.9,E
BeatMania IIDX 13: DistorteD,PS2,2007-01-01,Simulation,0,0,0.03,0,nan,,
Who Wants to be a Millionaire: 1st Edition,DS,2007-01-01,Misc,0,0.03,0,0,nan,,
N+,PSP,2007-01-01,Platform,0.03,0,0,0,79,7.8,E
Minna no Golf Jou Vol.1,PSP,2007-01-01,Sports,0,0,0.03,0,nan,,
Pop'n Music 14 Fever!,PS2,2007-01-01,Misc,0,0,0.03,0,nan,,
Code Geass: Hangyaku no Lelouch,DS,2007-01-01,Action,0,0,0.03,0,nan,,
Pet Alien: An Intergalactic Puzzlepalooza,DS,2007-01-01,Action,0.03,0,0,0,58,tbd,E
Galaxy Angel II: Mugen Kairou no Kagi,PS2,2007-01-01,Strategy,0,0,0.03,0,nan,,
Who Wants to be a Millionaire: 1st Edition,Wii,2007-01-01,Misc,0,0.03,0,0,nan,,
Hot Pixel,PSP,2007-01-01,Puzzle,0.03,0,0,0,55,6.5,T
Drake & Josh: Talent Showdown,DS,2007-01-01,Adventure,0.03,0,0,0,nan,,
NBA 08,PSP,2007-01-01,Sports,0.03,0,0,0,75,7.5,E
Resident Evil 4,PC,2007-01-01,Action,0,0.02,0,0,76,7.4,M
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,2007-01-01,Action,0,0,0.03,0,nan,,
Boulder Dash: Rocks!,DS,2007-01-01,Puzzle,0,0.03,0,0,nan,,
Betty Boop's Double Shift,DS,2007-01-01,Puzzle,0.03,0,0,0,nan,tbd,E
Gintama: Banji Oku Chuubu!,Wii,2007-01-01,Action,0,0,0.03,0,nan,,
Negima!? Dream Tactic Yumemiru Otome Princess,PS2,2007-01-01,Strategy,0,0,0.03,0,nan,,
Eco Creatures: Save The Forest,DS,2007-01-01,Adventure,0.03,0,0,0,55,tbd,E
Dragon Tamer: Sound Spirit,DS,2007-01-01,Role-Playing,0,0,0.03,0,nan,,
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,2007-01-01,Fighting,0,0,0.03,0,nan,,
Driver: Parallel Lines,Wii,2007-01-01,Racing,0.01,0.01,0,0,59,6,M
Kabu Trader Shun,DS,2007-01-01,Action,0,0,0.03,0,nan,,
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,2007-01-01,Sports,0,0,0.03,0,nan,,
Medal of Honor: Vanguard,PS2,2007-01-01,Shooter,0,0,0.03,0,63,6.1,T
The Sims 2: Bon Voyage,PC,2007-01-01,Simulation,0.01,0.01,0,0,74,7.3,T
AniMates!,DS,2007-01-01,Simulation,0.02,0,0,0,33,2.5,E
Backyard NFL Football,Wii,2007-01-01,Sports,0.02,0,0,0,nan,,
Age of Empires III: Gold Edition,PC,2007-01-01,Strategy,0,0.02,0,0,nan,7.8,T
HotBrain,PSP,2007-01-01,Puzzle,0.02,0,0,0,nan,,
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,2007-01-01,Misc,0,0,0.03,0,nan,,
Napoleon Dynamite: The Game,DS,2007-01-01,Puzzle,0.02,0,0,0,45,7.3,E10+
Rock 'N' Roll Adventures,Wii,2007-01-01,Platform,0.02,0,0,0,nan,tbd,E
Gakuen Alice: WakuWaku * Happy Friends,DS,2007-01-01,Adventure,0,0,0.03,0,nan,,
DEATH NOTE: L o Tsugu Mono,DS,2007-01-01,Adventure,0,0,0.02,0,nan,,
Shinseiki Evangelion: Battle Orchestra,PS2,2007-01-01,Fighting,0,0,0.02,0,nan,,
Viva Pinata,PC,2007-01-01,Simulation,0,0.02,0,0,78,7.8,E
O.M.G. 26 - Our Mini Games,DS,2007-01-01,Puzzle,0.02,0,0,0,nan,,
The Settlers: Rise of an Empire,PC,2007-01-01,Strategy,0.01,0.01,0,0,66,7.7,E10+
Wangan Midnight Portable,PSP,2007-01-01,Racing,0,0,0.02,0,nan,,
Backyard NFL Football,DS,2007-01-01,Sports,0.02,0,0,0,nan,,
NANA: Live Staff Daiboshuu! Shoshinsha Kangei,DS,2007-01-01,Action,0,0,0.02,0,nan,,
Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,PS2,2007-01-01,Adventure,0,0,0.02,0,nan,,
Nanatsuiro * Drops Pure!!,PS2,2007-01-01,Adventure,0,0,0.02,0,nan,,
SimCity Societies,PC,2007-01-01,Simulation,0,0.02,0,0,63,4.3,E10+
World Series of Poker 2008: Battle for the Bracelets,PSP,2007-01-01,Misc,0.02,0,0,0,nan,6.5,T
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,PS2,2007-01-01,Fighting,0,0,0.02,0,nan,,
Bomberman Story DS,DS,2007-01-01,Role-Playing,0,0,0.02,0,nan,,
Ikki Tousen: Shining Dragon,PS2,2007-01-01,Role-Playing,0,0,0.02,0,nan,,
DiRT,PC,2007-01-01,Racing,0,0.02,0,0,84,7.3,E
Minna no Chizu 2,PSP,2007-01-01,Misc,0,0,0.02,0,nan,,
Interactive Storybook DS Series 3,DS,2007-01-01,Misc,0.02,0,0,0,nan,tbd,E
Warriors of the Lost Empire (JP sales),PSP,2007-01-01,Role-Playing,0,0,0.02,0,nan,,
Jissen Pachinko Hisshouhou! CR Sakura Taisen,PS2,2007-01-01,Misc,0,0,0.02,0,nan,,
Happiness! De-Lucks,PS2,2007-01-01,Adventure,0,0,0.02,0,nan,,
Test Drive Unlimited,PC,2007-01-01,Racing,0,0.02,0,0,79,8.1,T
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,PS2,2007-01-01,Misc,0,0,0.02,0,nan,,
Puyo Puyo! 15th Anniversary,PSP,2007-01-01,Puzzle,0,0,0.02,0,nan,,
G1 Jockey Wii,Wii,2007-01-01,Sports,0,0,0.02,0,nan,,
Disney's Meet the Robinsons,DS,2007-01-01,Action,0.02,0,0,0,64,tbd,E10+
Tengen Toppa Gurren-Lagann,DS,2007-01-01,Action,0,0,0.02,0,nan,,
Balls of Fury,Wii,2007-01-01,Sports,0.02,0,0,0,19,2.8,E10+
Overlord,PC,2007-01-01,Strategy,0,0.02,0,0,81,8.1,T
Jinsei Game Wii,Wii,2007-01-01,Misc,0,0,0.02,0,nan,,
Meitantei Evangelion,PS2,2007-01-01,Adventure,0,0,0.02,0,nan,,
The Fast and the Furious,PSP,2007-01-01,Racing,0.02,0,0,0,58,5.3,T
Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,DS,2007-01-01,Misc,0,0,0.02,0,nan,,
Super PickUps,PS2,2007-01-01,Racing,0.01,0.01,0,0,nan,tbd,E
Legend: Hand of God,PC,2007-01-01,Role-Playing,0,0.02,0,0,57,5.8,M
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,2007-01-01,Adventure,0,0,0.02,0,nan,,
Spider-Man 3,PC,2007-01-01,Platform,0.02,0,0,0,62,7.1,T
Chicken Hunter,DS,2007-01-01,Shooter,0.02,0,0,0,39,tbd,E10+
Winning Post 7: Maximum 2007,PS2,2007-01-01,Sports,0,0,0.02,0,nan,,
Hellgate: London,PC,2007-01-01,Role-Playing,0,0.02,0,0,70,6.3,M
B-17: Fortress in the Sky,DS,2007-01-01,Simulation,0.02,0,0,0,38,tbd,E10+
Spanish for Everyone!,DS,2007-01-01,Puzzle,0.02,0,0,0,nan,,
AIR,PSP,2007-01-01,Adventure,0,0,0.02,0,nan,,
UFO: Trilogy,PC,2007-01-01,Strategy,0,0.02,0,0,nan,,
Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,2007-01-01,Fighting,0,0,0.02,0,nan,,
Elvandia Story,PS2,2007-01-01,Role-Playing,0,0,0.02,0,nan,,
Nervous Brickdown,DS,2007-01-01,Puzzle,0,0.01,0,0,70,7.5,E
Guitar Hero III: Legends of Rock,PC,2007-01-01,Misc,0.02,0,0,0,79,7.2,T
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,2007-01-01,Action,0,0,0.02,0,nan,,
Guitar Freaks V3 & DrumMania V3,PS2,2007-01-01,Simulation,0,0,0.02,0,nan,,
Snow Portable,PSP,2007-01-01,Adventure,0,0,0.02,0,nan,,
Guitar Freaks & DrumMania: Masterpiece Gold,PS2,2007-01-01,Simulation,0,0,0.02,0,nan,,
Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),PS2,2007-01-01,Strategy,0,0,0.02,0,nan,,
Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,PS2,2007-01-01,Role-Playing,0,0,0.02,0,nan,,
Arabians Lost: The Engagement on Desert,PS2,2007-01-01,Adventure,0,0,0.02,0,nan,,
Gakken DS: Shin TOEIC Test Kanzen Kouryaku,DS,2007-01-01,Misc,0,0,0.02,0,nan,,
Puzzle Guzzle,PSP,2007-01-01,Puzzle,0.02,0,0,0,65,tbd,E
Frisbee Disc Freestyle / Frisbee Disc Golf,DS,2007-01-01,Sports,0.02,0,0,0,nan,tbd,E
Chili Con Carnage,PSP,2007-01-01,Shooter,0,0.01,0,0,74,8.2,M
Puzzle Quest: Challenge of the Warlords,PSP,2007-01-01,Puzzle,0.01,0,0,0,84,8,E10+
Garfield's Nightmare,DS,2007-01-01,Platform,0.01,0,0,0,70,tbd,E
"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",PS2,2007-01-01,Adventure,0,0,0.02,0,nan,,
Bakumatsu Renka: Karyuu Kenshi-den,PS2,2007-01-01,Adventure,0,0,0.02,0,nan,,
Haneru no Tobira Wii: Girigirissu,Wii,2007-01-01,Misc,0,0,0.02,0,nan,,
Worms,X360,2007-01-01,Strategy,0,0.02,0,0,75,6.9,E10+
Balls of Fury,DS,2007-01-01,Sports,0.02,0,0,0,62,tbd,E10+
Kabushiki Baibai Trainer: Kabutore! Next,DS,2007-01-01,Simulation,0,0,0.02,0,nan,,
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,PS2,2007-01-01,Misc,0,0,0.02,0,nan,,
Myth Makers: Super Kart GP,Wii,2007-01-01,Racing,0.01,0,0,0,nan,1.8,E
Cabbage Patch Kids: The Patch Puppy Rescue,GBA,2007-01-01,Misc,0.01,0,0,0,nan,,
Amagoushi no Yakata,PS2,2007-01-01,Adventure,0,0,0.02,0,nan,,
NEVES,DS,2007-01-01,Puzzle,0.01,0,0,0,70,tbd,E
Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,PS2,2007-01-01,Adventure,0,0,0.02,0,nan,,
Shinseiki GPX Cyber Formula: Road To The INFINITY 4,PS2,2007-01-01,Racing,0,0,0.02,0,nan,,
Cube,PSP,2007-01-01,Puzzle,0.02,0,0,0,60,tbd,E
Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,DS,2007-01-01,Misc,0,0,0.02,0,nan,,
Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Wii,2007-01-01,Simulation,0,0,0.02,0,nan,,
Let's Pilates!,DS,2007-01-01,Misc,0.02,0,0,0,nan,tbd,E
Memories Off #5: Encore,PS2,2007-01-01,Adventure,0,0,0.02,0,nan,,
Cookie & Cream,DS,2007-01-01,Platform,0.01,0,0,0,nan,,
Let's Yoga!,DS,2007-01-01,Misc,0,0,0.02,0,nan,tbd,E
Busou Renkin: Youkoso Papillon Park e,PS2,2007-01-01,Action,0,0,0.02,0,nan,,
Zoey 101: Field Trip Fiasco,DS,2007-01-01,Action,0.02,0,0,0,31,tbd,E
Pippa Funnell: Ranch Rescue,Wii,2007-01-01,Adventure,0,0.01,0,0,nan,,
